,index,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,youtube_id
1844,1844,5CPqOpKSk0QcJ3dGdaWcRB,On Hold,The xx,65,2PXy9USZAoTSdtrxfkPBnl,I See You,2017-01-13,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.723,0.669,0,-6.784,0.0348,0.0522,0.192,0.109,0.35,125.051,224133,blJKoXWlqJk
1846,1846,6JvfBzqZmSiEG5MjM7OcSY,Diddy Bop (feat. Cam O'bi & Raury),Noname,63,18Scpsg5OV1iYNtSaCsjwz,Telefone,2016-08-12,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.637,0.503,1,-6.927,0.336,0.713,0.000113,0.109,0.661,81.061,208000,CR3305H6Xgs
1850,1850,601KiLiZtBJRTXBrTjeieP,Ode to Viceroy,Mac DeMarco,63,7x6wYKbZUU2BL3N8ZWwM3q,2,2012-10-16,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.514,0.632,2,-6.305,0.0501,0.208,0.0132,0.115,0.31,94.569,233818,6bfTTeZOrs4
1852,1852,2TyCAfhwu5tRqFW8VnGMIL,Don't Touch My Hair,Solange,61,3Yko2SxDk4hc6fncIBQlcM,A Seat at the Table,2016-09-30,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.823,0.411,0,-7.061,0.0557,0.409,0.00135,0.649,0.397,90.997,257547,YTtrnDbOQAU
1856,1856,4UkynNKM3QAFnYukL8Udi6,Helplessness Blues,Fleet Foxes,59,7LKzVm90JnhNMPF6qX21fS,Helplessness Blues,2011-05-03,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.324,0.463,8,-7.247,0.0336,0.0781,5.63e-06,0.103,0.2,125.295,303387,NwfQDYKd4gE
1858,1858,65wx71brAmEQz66GXXF8gI,Sound & Color,Alabama Shakes,9,2IVZPDXb7LFbyukqaoWpYR,Sound & Color,2015-04-21,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.547,0.43,2,-7.393,0.0667,0.848,0.613,0.0825,0.175,114.729,182467,6Ivsf4ZwlAU
1861,1861,2WMRd3xAb9FwXopCRNWDq1,Wildfire,SBTRKT,62,5fP2kgfePJZF4nB1XqC1i8,SBTRKT,2011-06-27,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.835,0.481,0,-7.188,0.387,0.0308,0.000501,0.0896,0.34,139.581,201000,ZdUINbi4wSY
1863,1863,5JAWf4omEzwccQNE8Y6kvn,Bloodbuzz Ohio,The National,47,59gXPxZ8CwFaeknPxtxXHZ,High Violet,2010-05-11,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.39,0.834,9,-6.367,0.0444,0.0554,0.18,0.103,0.684,157.077,275933,yfySK7CLEEg
1865,1865,4UADR6fNQfx4fxkiRQvSy2,Pristine,Snail Mail,60,2e48GqjEwCi87gQJanb1bf,Lush,2018-06-08,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.483,0.695,0,-5.493,0.0313,0.00461,0.000661,0.102,0.294,126.212,295333,s7tnTucP1UM
1867,1867,3PFaFVWq5wucLu6s4baj9D,Girl,The Internet,67,69g3CtOVg98TPOwqmI2K7Q,Ego Death,2015-06-26,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.568,0.42,7,-11.169,0.276,0.536,0.124,0.101,0.453,79.89,415613,zmY8mG4_3j4
1870,1870,0LtOwyZoSNZKJWHqjzADpW,Feels Like We Only Go Backwards,Tame Impala,75,3C2MFZ2iHotUQOSBzdSvM7,Lonerism,2012-01-01,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.303,0.9,2,-2.352,0.0574,0.0277,0.635,0.11,0.491,149.508,192960,wycjnCCgUes
1873,1873,5VarZFY00sO54HErJ3TPCI,So Good At Being in Trouble,Unknown Mortal Orchestra,68,41C5iULlHU9sMYiekI75Pn,II,2013-02-05,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.829,0.435,0,-10.136,0.0515,0.0363,0.878,0.119,0.594,103.816,230147,PERf5un2nC0
1875,1875,4HfLQJtVT1KiX1eVedDyTm,Alaska,Maggie Rogers,69,5AHWNPo3gllDmixgAoFru4,Heard It In A Past Life,2019-01-18,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.847,0.386,9,-10.668,0.0507,0.411,0.00176,0.108,0.178,104.001,188000,PNWsW6c6t8g
1878,1878,0kwBATkVUAG7JRMEosNUUs,I Don't Wanna Be Funny Anymore,Lucy Dacus,57,6Ru52lwXvbPaAMSdyPOFsL,No Burden,2016-06-22,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.595,0.772,8,-8.033,0.0367,0.126,0.926,0.221,0.345,134.9,163292,88hQgxgqdo4
1880,1880,7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator",79,2nkto6YNI4rUYTLqEwWJ3o,Flower Boy,2017-07-21,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.558,0.559,6,-9.222,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,TGgcC5xg9YI
1885,1885,3D1P3oPecqAQy2u33gAhsM,Odessa,Caribou,54,3gkW0gOyovtdcscDX6WZ6O,Swim,2010-04-20,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.681,0.915,1,-5.974,0.042,0.00334,0.0817,0.354,0.607,118.027,315585,Q9Gv988wIZA
1887,1887,6HG1JWEbfuf8y1ZhLVq9L3,Don't Wanna Be Your Girl,Wet,46,4vTrbwGUedO7SN3DqNOiYU,Don't You,2016-01-29,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.563,0.182,0,-14.931,0.039,0.78,0.0222,0.134,0.115,129.937,197280,3lNuttRinIA
1889,1889,4gRAniZdYF2zVrDUsNC9tU,raingurl,Yaeji,65,3YtDhWqQOTOT6XD2DQHpBr,raingurl,2017-10-30,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.929,0.572,6,-6.928,0.0506,0.017,0.00353,0.122,0.288,128.014,237231,_3T8KznhThQ
1891,1891,3NEeKJm8LcdaDG98oZwSZx,All My Happiness is Gone,Purple Mountains,57,5NCdiiTgky5PbjmCtcgwtn,Purple Mountains,2019-07-12,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.505,0.746,7,-7.793,0.0271,0.00165,0.0463,0.266,0.724,138.126,260280,XvUBbROsXBw
1893,1893,336ZYcU6poBWi3s8yzRcAD,I Follow Rivers,Lykke Li,62,43uf0nTu6b5ReBCoQkLtsF,Wounded Rhymes,2011,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.599,0.533,9,-14.032,0.0472,0.475,0.00153,0.235,0.607,122.262,228467,vZYbEL06lEU
1895,1895,4zMmqb0pYwX6b0qc0slCoT,Only Child,Tierra Whack,67,0vioXPjQ9v9dSkzw5xHrTQ,Only Child,2019-02-19,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.826,0.365,1,-7.024,0.0412,0.849,3.8e-06,0.186,0.802,85.244,239324,CXdTShfFPYM
1899,1899,5oK98mpTJSU0iqLHN1hZ3y,22 (OVER S∞∞N),Bon Iver,59,1PgfRdl3lPyACfUGH4pquG,"22, A Million",2016-09-30,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.298,0.112,1,-15.765,0.0353,0.972,0.0823,0.0935,0.0972,86.786,168000,ISCEilPMNak
1901,1901,2eg2gvPXuwZ9FyrPaLgrXi,Chateau Lobby #4 (in C for Two Virgins),Father John Misty,60,2A8IKX257C4hJaYUHMhLP7,"I Love You, Honeybear",2015-02-10,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.436,0.804,0,-4.907,0.0409,0.209,0.0,0.171,0.784,188.061,170840,A6NuYJ0RzRg
1903,1903,5EYi2rH4LYs6M21ZLOyQTx,Loving Is Easy,Rex Orange County,80,4D6BtgzCwuJx9omikqA8Rg,Loving Is Easy,2017-10-11,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.756,0.609,3,-7.927,0.0544,0.217,0.00474,0.096,0.537,117.023,155720,39IU7ADaXmQ
1908,1908,5zOnoB8FdZudDcPX4O8WqF,(No One Knows Me) Like the Piano,Sampha,63,2gUSWVHCOerKhJHZRwhVtN,Process,2017-02-03,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.621,0.199,10,-13.788,0.0344,0.976,0.00186,0.107,0.178,128.905,218160,_NSuIYwBxu4
1910,1910,6LxcPUqx6noURdA5qc4BAT,Motion Sickness,Phoebe Bridgers,67,0AkAmg94XyiHODJaiGHh9O,Stranger in the Alps,2017-09-22,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.652,0.545,1,-9.021,0.0358,0.774,0.0428,0.0847,0.626,107.019,229760,9sfYpolGCu8
1912,1912,0MpsyFvt1KaxNYBYw2aanq,Hey Moon,John Maus,54,6lfo4f2EW26I06q2cIMPof,We Must Become the Pitiless Censors of Ourselves,2011-06-28,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.573,0.639,0,-7.143,0.0247,0.784,0.633,0.0923,0.24,89.575,248707,Av5Jb52yFBo
1914,1914,7vcNp4cj4uF4AyX5aKY4Ps,You're Not Good Enough,Blood Orange,63,1bsLkHcWAGUao6Z1dHOEIB,Cupid Deluxe,2013-11-18,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.74,0.798,0,-6.55,0.146,0.189,0.00128,0.305,0.571,119.964,261360,7gtdpnKbT10
1916,1916,38ydcsbayM4oX21Hhu84DT,Every Time the Sun Comes Up,Sharon Van Etten,63,0F1pMhF8Vy74nKkQeLBfrd,Are We There,2014-05-27,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.663,0.522,1,-8.741,0.0374,0.392,5.41e-06,0.197,0.301,99.765,262520,fDW-W2J84Hc
1918,1918,6wMTeVootJ8RdCLNOZy5Km,Open Eye Signal,Jon Hopkins,53,1rxWlYQcH945S3jpIMYR35,Immunity,2013-06-03,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.798,0.715,0,-7.103,0.215,0.191,0.773,0.112,0.199,122.47,468587,va4OyeQHbr8
1920,1920,56dIfld2EW00CPbB3zA6GE,Kaputt,Destroyer,49,4WtvNVR7QeHUZGtHth9zND,Kaputt,2011-01-25,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.647,0.721,4,-8.918,0.0341,0.0755,0.121,0.169,0.546,109.967,377973,puu3IvKnSb4
1922,1922,2os0aK782bakCPmjow0SU0,Drunk Drivers/Killer Whales,Car Seat Headrest,60,26DseQO366JfXwIP7dIgQj,Teens of Denial,2016-05-20,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.534,0.414,2,-7.952,0.0403,0.218,2.11e-06,0.103,0.458,117.079,374653,ccztRby3FAk
1924,1924,1uDrIgjVtFsrrWWctCxoBL,Grown Up,Danny Brown,60,4pOU8MCRzDju8zUA4DLwQ2,Grown Up,2012-06-12,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.635,0.766,11,-6.449,0.26,0.132,0.0,0.122,0.686,93.603,139931,32RAzqA5UNc
1926,1926,6WmIyn2fx1PKQ0XDpYj4VR,Love It If We Made It,The 1975,73,6PWXKiakqhI17mTYM4y6oY,A Brief Inquiry Into Online Relationships,2018-11-30,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.472,0.745,4,-5.297,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06,252926,1Wl1B7DPegc
1928,1928,6plT7nFGiXKSBP9HFSI4ef,Chum,Earl Sweatshirt,67,5vRfIDOPJHy3W2wHWbzLlE,Doris,2013-08-16,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.51,0.503,10,-8.756,0.242,0.0216,0.002,0.108,0.193,153.582,243773,FCbWLSZrZfw
1930,1930,2qKTOaX1ZeMWn3aKhpxkz5,Round And Round,Ariel Pink,57,1dO7qBlkQXYENJaHfK7h56,Before Today,2010-06-07,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.665,0.59,1,-6.831,0.0257,0.358,0.628,0.564,0.577,110.069,308680,N3LluT6gj5o
1932,1932,6WVheb5G29cbDOzF4qMfli,Road Head,Japanese Breakfast,60,6AOaqWipm2Zk0oBp0uUey2,Soft Sounds from Another Planet,2017-07-14,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.54,0.674,4,-8.734,0.0296,0.0978,0.156,0.147,0.165,95.036,195107,cCmLjb-ocPY
1934,1934,6CTG85NJI1Wm60pxTSRNwL,Never Catch Me,Flying Lotus,60,29luvT98TnqHjVDYSRbbrj,You're Dead!,2014-10-06,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.526,0.936,8,-4.576,0.263,0.316,0.000384,0.261,0.283,81.305,234487,2lXD0vv-ds8
1936,1936,6cqXhzuVIH4Hm2CkF7ZN21,Helicopter,Deerhunter,56,1HUMjB15ARg96KIypcGzYY,Halcyon Digest,2010-09-27,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.504,0.718,4,-7.202,0.039,0.219,0.503,0.257,0.418,73.984,298173,G5RzpPrOd-4
1938,1938,68rdZO4AcPakdi2zaS7kPI,I'm Not Part of Me,Cloud Nothings,44,3NNSJt3gWSmPmnjCwZyLA5,Here and Nowhere Else,2014-04-01,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.389,0.955,1,-4.962,0.0599,0.0524,0.652,0.0815,0.431,86.927,275309,BssD4iBND5I
1940,1940,2W3EgJst61RLZtPPm3EQim,Territory,The Blaze,64,56X6IaIoNEfqxAvGb9St58,Territory,2017-04-07,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.563,0.44,9,-11.943,0.0822,0.286,0.683,0.269,0.213,120.009,276373,54fea7wuV6s
1942,1942,5iK8GmW2uiPuUc5CtkZrIK,Downtown,Majical Cloudz,53,2xF3ioefFdZrOg9zUBU5hb,Are You Alone?,2015-10-16,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.382,0.283,6,-9.357,0.0292,0.786,0.00478,0.111,0.0441,95.3,249063,7Rihk7_2BVw
1944,1944,297rZsBEjFw9d0Gl3iBLnd,Goodie Bag,Still Woozy,45,31u58iuxrUOJeKJj4SKqOl,Goodie Bag,2017-11-05,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.701,0.529,7,-12.242,0.147,0.82,0.00113,0.249,0.577,138.216,146390,zL3wWykAKfs
1948,1948,6qsArsTq6WoqtUFUe1e15W,Airplanes,Local Natives,49,2cIpJDijNEoHv88jJKwDID,Gorilla Manor,2010-02-16,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.588,0.529,2,-7.838,0.0242,0.534,0.0683,0.126,0.591,95.971,237933,ob6kXOGfHPE
1950,1950,17eu2pSgSUpIG1GFWBnODv,Kill V. Maim,Grimes,62,5hB4jVN4ZHpubyiMmW81K1,Art Angels,2015-11-06,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.578,0.947,11,-2.431,0.036,0.00744,0.0816,0.105,0.456,134.034,246007,c2EJMd7ZN7w
1954,1954,1CLmFKW99S8eJrebO3GB04,No Woman,Whitney,65,5yMCA6HdFAeL1aqUjxO3MO,Light Upon the Lake,2016-06-03,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.581,0.4,2,-8.739,0.0291,0.893,0.576,0.161,0.433,112.331,237973,CGKN6qiDqnk
1956,1956,71cUqXJ3h1r0Ees6YdENLU,Coffee,Sylvan Esso,61,5Abelpx4c3FzhTOZP3ZIvS,Sylvan Esso,2014-05-13,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.457,0.455,0,-8.112,0.188,0.348,0.00122,0.142,0.163,100.049,269693,Qr5AIKRPIHo
1958,1958,2sZtaJ4RFbRAAOBKWEeR4H,Loud Places,Jamie xx,7,5jBKTppNIUpcrNKbr8jbsQ,In Colour - Preview White Label,2015-03-27,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.646,0.629,8,-10.775,0.0427,0.00426,0.277,0.122,0.173,109.013,283067,TP9luRtEqjc
1960,1960,2JiVVU7qv1YeD1yabpIyoX,Riding For The Feeling,Bill Callahan,48,4RBHgVw8kR6IpXVnZhZrh0,Apocalypse,2011-04-19,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.442,0.214,0,-15.002,0.0467,0.903,0.0122,0.252,0.277,100.604,365747,yYg6eIH7qR8
1962,1962,3j5DVpcCELigVZrmwGOw3X,Cruel,St. Vincent,55,1Lci4bx7JIuCC8pnBNX7ds,Strange Mercy,2011-09-12,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.57,0.704,1,-8.32,0.0314,0.0104,0.446,0.0905,0.437,115.037,214987,Itt0rALeHE8
1967,1967,7GdGBGwFMg21mY9kNpNKXI,Antidote,Orion Sun,58,3fUfLlnvi1phe0vKhDBKwM,A Collection of Fleeting Moments and Daydreams,2017-07-02,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.506,0.807,8,-3.96,0.249,0.161,0.0,0.114,0.394,163.239,169756,8SOdHa-I8gI
1969,1969,781V2Y5LPtcpgONEOadadE,Get Got,Death Grips,58,1PQDjdBpHPikAodJqjzm6a,The Money Store,2012-04-20,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.57,0.993,7,-3.757,0.337,0.00628,0.00796,0.0876,0.405,87.0,171867,HIrKSqb4H4A
1971,1971,6golelYKuy85o3u0cxIxFK,The Wire,HAIM,60,729Vh0HApsm7hGDVjbmtrf,Days Are Gone,2013-09-30,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.547,0.635,2,-5.569,0.137,0.0127,5.01e-06,0.0585,0.525,113.678,245293,1TffpkE2GU4
1973,1973,3GbjOImkNo5nFT2GQxVr11,Rill Rill,Sleigh Bells,56,1IWkF6zpOq73txmrYpljIT,Treats,2010-06-01,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.468,0.812,1,-3.44,0.0491,0.0372,1.46e-06,0.0688,0.789,72.987,229893,nmFgejWZjtg
1975,1975,7IzJ7EGpIpq2vW3ylVTtMh,Not,Big Thief,62,7pg8T6pajjHVZbiyB8bGxo,Two Hands,2019-10-11,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.422,0.788,11,-6.57,0.0556,0.101,0.00282,0.16,0.544,140.423,367093,WKmD6-piK2A
1977,1977,2pE0CMK1fE3mfU0eEOHhKw,The Mother We Share,CHVRCHES,61,7mYtNRrdUIZZymc5epjYHE,The Bones of What You Believe,2013-09-20,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.46,0.686,1,-6.43,0.0301,0.0324,4.45e-06,0.126,0.338,173.829,191294,_mTRvJ9fugM
1979,1979,5HLes17mwCwKt81mi0Tk35,"Archie, Marry Me",Alvvays,62,4PrBMzWzzoMOwm55Bfo3dt,Alvvays,2014-07-22,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.27,0.83,7,-4.592,0.0741,0.00956,0.434,0.142,0.205,117.314,196560,ZAn3JdtSrnY
1981,1981,4QHKR48C18rwlpSYW6rH7p,Mi Mujer,Nicolas Jaar,59,1b6TEbqt3BVA43BtMnL7Yk,Time for Us,2010-01-25,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.816,0.635,10,-8.354,0.0517,0.105,0.846,0.105,0.307,124.005,411125,Xlt5b1W9ZcI
1983,1983,3oyf4dalm17kzTE8LJDbgR,Lo Que Siento,Cuco,76,04rhYQT6GJgWQQuRE6FfEW,Lo Que Siento,2017-05-25,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.326,0.685,10,-5.576,0.179,0.503,0.0,0.427,0.409,86.882,312000,AjGkbFqi67c
1987,1987,1cWVUrMhaVcLLW8nRz1wgR,Damn That Valley,U.S. Girls,40,7DQbNDsFFpOhgXSRHFuzVF,Half Free,2015-09-25,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.396,0.887,9,-3.682,0.0563,5.1e-05,0.354,0.351,0.253,175.919,190387,93yOrb04Eao
1989,1989,2QuvT46pnd93GDBYCpSlBf,The Words That Maketh Murder,PJ Harvey,37,2f8Rfpdol5jrJe3OL4YH6k,Let England Shake,2011-02-15,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.591,0.782,2,-8.895,0.0429,0.61,0.0,0.172,0.733,158.018,225840,KhaEt2Hdod8
1991,1991,0mYslGmbnkbxuyr0ISIYtB,Lucky,Choker,63,1NHlnn47gB3IrP9fwahcjF,Forever & A Few,2019-02-08,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.477,0.328,4,-8.458,0.0658,0.906,7.36e-06,0.262,0.283,174.143,251034,3xzp1okE9Jg
1993,1993,5KeyVNymqfqac1wLDseK8v,Fineshrine,Purity Ring,60,7ppypgQppMf3mkRbZxYIFM,Shrines,2012-07-23,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.609,0.798,5,-4.448,0.0404,0.018,8.68e-06,0.434,0.401,130.034,209760,Xqw4wo8vdY8
1995,1995,07tOsOR7E9zW89v2FqzsdG,Busy Earnin',Jungle,53,7oZG5VZ4SukMmnylJ16O24,Jungle,2014-07-15,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.457,0.883,10,-5.61,0.0376,0.209,5.11e-06,0.0912,0.736,99.937,181773,BcsfftwLUf0
2010,2010,77GqDUCd6ciLsbkBRMYsM8,The Victory - Reloaded,Deborah Dworshipper,46,0rJ1qEQxFZ5QOf0h6Me1BJ,The Victory (Reloaded),2019-12-21,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.686,0.629,4,-6.485,0.0423,0.209,0.0,0.121,0.484,119.952,237400,BuPcnQG9UaY
2011,2011,5YvcUK2eXJ2OllqDuEg18S,Finally // beautiful stranger,Halsey,79,30MFzDqEWHe5v0XUsGGUJF,Finally // beautiful stranger,2019-12-06,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.626,0.55,9,-5.105,0.029,0.051,0.0,0.118,0.123,133.976,221096,ONS51QzCh1Y
2013,2013,0TrIO6sENZNH0yYGhNyLdK,One Thing Right - Koni Remix,Marshmello,46,4Xp6n4GagVa4g35f0vn94p,One Thing Right (Remixes Pt. 2),2019-12-17,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.646,0.792,1,-5.679,0.0661,0.0108,0.0,0.587,0.37,105.052,148986,H1pxi-rbpBg
2015,2015,2r1s81MJDMIdinV9cWwXZV,Lines,Keo Nozari,23,25zujmP0LfwljrKYNRrpV7,Headspace,2019-06-11,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.701,0.728,7,-7.152,0.0722,0.0753,0.0,0.377,0.479,106.98,233398,l5zTYTbZELM
2016,2016,6ZpX80KeWliOS2xBiQiaN4,Summer of Love,Lou Ella,29,0kMCQ62kQhJ7wWC5fehAWI,Summer of Love,2019-03-29,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.664,0.231,9,-12.696,0.0372,0.866,1.62e-05,0.0998,0.127,89.959,242048,_qbXL8lZMMU
2017,2017,3i1vXYRRXvQlluChlosjgr,Berlin,Tom Goss,37,63BUQTwo6BSkUrJ1BwNlPc,Territories,2019-11-13,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.647,0.325,0,-13.512,0.0278,0.409,0.000498,0.126,0.0961,138.007,241853,sZYCeppLjeg
2018,2018,2UzKsOZR20UMcry381W7eh,Dreams,Keo Nozari,27,25zujmP0LfwljrKYNRrpV7,Headspace,2019-06-11,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.397,0.694,8,-9.638,0.331,0.0476,0.0,0.746,0.576,87.576,237255,PtlwOzunaI4
