,track_popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
3835,66,0.615,0.711,11,-5.507,0.0779,0.0444,0.0,0.145,0.711,144.036,221253
3836,69,0.684,0.71,11,-3.614,0.0779,0.0132,0.0,0.444,0.451,93.007,222187
3840,76,0.775,0.68,0,-5.508,0.0629,0.00906,0.0,0.109,0.656,114.025,207719
3842,80,0.705,0.769,9,-5.526,0.0426,0.112,0.0,0.105,0.59,107.939,213520
3845,68,0.673,0.683,1,-5.693,0.115,0.522,0.0,0.235,0.713,171.86,232000
3846,76,0.7,0.709,7,-5.006,0.0839,0.0048,0.0,0.0289,0.625,122.019,202960
3848,79,0.894,0.791,2,-4.699,0.112,0.0183,0.0,0.0388,0.583,105.018,250373
3851,71,0.72,0.861,11,-4.339,0.209,0.269,5.11e-06,0.601,0.669,126.991,200013
3852,72,0.616,0.869,0,-3.911,0.0327,0.0283,0.0,0.064,0.473,127.966,234560
3855,68,0.791,0.713,5,-3.742,0.254,0.0163,0.0,0.189,0.514,130.012,192573
3856,66,0.832,0.87,8,-4.2,0.167,0.267,0.0,0.412,0.566,138.003,240747
3857,67,0.645,0.877,5,-3.208,0.113,0.294,0.0,0.0759,0.861,82.324,227027
3858,61,0.682,0.889,0,-4.166,0.0804,0.00564,0.0,0.36,0.827,138.021,192440
3859,46,0.683,0.795,8,-4.761,0.216,0.0431,0.0,0.33,0.744,89.509,201133
3860,54,0.532,0.807,2,-4.301,0.057,0.0584,0.0,0.114,0.759,87.183,217440
3861,71,0.627,0.8,1,-6.945,0.162,0.21,0.000123,0.137,0.912,175.815,217573
3862,64,0.523,0.828,1,-4.696,0.0762,0.0136,0.000255,0.165,0.476,96.952,214827
3863,64,0.719,0.798,10,-4.582,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,227741
3864,66,0.877,0.637,1,-3.493,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,272080
3866,71,0.667,0.954,2,-3.462,0.0817,0.0296,0.0,0.331,0.807,114.0,175093
3867,66,0.802,0.904,11,-3.267,0.0459,0.00108,0.0,0.173,0.961,128.931,192533
3868,53,0.694,0.709,7,-6.205,0.103,0.0966,0.0,0.267,0.566,114.966,188000
3870,55,0.487,0.759,11,-4.849,0.0405,0.0273,0.0,0.165,0.227,80.958,208360
3872,42,0.653,0.828,2,-5.22,0.0463,0.00103,0.00839,0.0938,0.898,129.989,209093
3873,71,0.736,0.817,8,-4.9,0.0407,0.00987,0.00167,0.117,0.653,119.95,204760
3874,69,0.688,0.733,9,-4.569,0.0274,0.00462,0.0,0.0756,0.459,140.004,208493
3875,71,0.793,0.832,1,-4.862,0.0406,0.236,1.12e-05,0.202,0.872,107.661,196160
3876,70,0.408,0.582,11,-8.305,0.0508,0.218,0.0,0.159,0.365,114.926,230000
3877,68,0.659,0.857,11,-5.85,0.0437,0.0045,1.93e-06,0.335,0.798,106.965,201960
3879,32,0.543,0.662,0,-10.177,0.0301,0.09,0.527,0.149,0.22,126.983,249449
3880,77,0.763,0.807,1,-3.714,0.035,0.0714,0.28,0.348,0.559,103.038,229640
3883,41,0.578,0.788,4,-5.752,0.0351,0.00339,7.3e-05,0.225,0.346,105.023,246857
3884,38,0.513,0.681,0,-6.677,0.0419,0.0265,0.000168,0.0811,0.101,100.003,247200
3885,26,0.536,0.564,8,-11.09,0.0345,0.0745,0.00106,0.11,0.471,79.974,237875
3886,39,0.512,0.757,9,-7.98,0.0274,0.00507,0.948,0.298,0.329,116.016,231207
3887,56,0.542,0.811,0,-5.07,0.0759,0.0476,0.000168,0.813,0.58,120.477,266533
3888,32,0.562,0.799,1,-5.263,0.0421,0.0444,0.00257,0.334,0.225,116.978,221538
3889,12,0.71,0.719,0,-7.336,0.0374,0.266,1.51e-06,0.108,0.626,115.964,304138
3890,45,0.357,0.544,7,-10.399,0.0371,0.0159,0.784,0.0639,0.146,114.957,376721
3891,34,0.691,0.511,5,-9.637,0.0334,0.12,0.00769,0.107,0.238,124.996,163240
3892,45,0.692,0.756,8,-7.305,0.0424,0.485,0.113,0.159,0.233,116.983,223590
3894,20,0.662,0.346,2,-15.006,0.0295,0.519,0.00235,0.0926,0.397,126.967,202613
3895,34,0.575,0.885,1,-5.045,0.0308,0.00221,0.704,0.19,0.217,115.007,204522
3896,23,0.49,0.607,2,-7.003,0.0252,0.122,0.0538,0.0841,0.377,95.986,190427
3897,25,0.682,0.753,9,-6.725,0.0287,5.81e-05,1.7e-06,0.194,0.929,120.038,197293
3898,39,0.612,0.824,6,-7.498,0.0297,0.00118,0.0438,0.0703,0.543,92.513,199621
3899,34,0.643,0.749,10,-4.867,0.0363,0.445,0.309,0.622,0.309,112.492,259124
3900,0,0.577,0.592,7,-7.259,0.029,0.35,0.655,0.163,0.262,124.973,208748
3901,38,0.562,0.702,5,-6.09,0.042,0.0477,4.58e-05,0.322,0.331,102.043,182951
3902,12,0.538,0.63,5,-10.699,0.0307,0.175,0.00174,0.0559,0.57,80.984,269152
3903,18,0.625,0.633,2,-7.211,0.0336,0.00885,3.66e-06,0.118,0.613,162.063,242426
3904,36,0.629,0.776,1,-6.555,0.0939,0.00157,0.111,0.152,0.485,119.98,210000
3906,41,0.631,0.871,2,-5.796,0.0447,0.159,0.00073,0.0901,0.903,125.994,197634
3907,36,0.564,0.78,1,-5.25,0.0281,0.00128,0.00162,0.113,0.197,105.969,252838
3909,23,0.683,0.535,5,-7.307,0.0275,0.194,0.00228,0.0804,0.935,112.966,220277
3910,0,0.611,0.753,9,-9.153,0.0509,0.0321,1e-06,0.0343,0.22,105.016,233813
3911,37,0.449,0.625,6,-6.234,0.049,0.00164,0.897,0.166,0.356,123.069,187317
3912,38,0.586,0.84,8,-6.674,0.0314,0.201,0.00056,0.0661,0.782,102.031,166478
3914,36,0.458,0.742,4,-5.125,0.101,0.126,0.0,0.232,0.248,94.785,200627
3915,33,0.629,0.79,0,-5.384,0.0327,0.23,0.0,0.114,0.201,107.006,217570
3916,24,0.464,0.586,11,-8.453,0.0291,0.178,0.00785,0.14,0.237,89.875,358720
3917,23,0.512,0.613,2,-7.286,0.0379,0.0592,0.0563,0.253,0.324,120.0,273801
3918,19,0.301,0.906,4,-4.854,0.0757,0.347,0.663,0.597,0.361,150.109,184756
3920,44,0.661,0.754,1,-8.905,0.0322,0.000742,0.299,0.0952,0.492,123.989,227306
3921,18,0.487,0.431,3,-10.419,0.0245,0.0799,0.0062,0.198,0.222,88.874,210571
3924,46,0.646,0.679,6,-6.328,0.0261,0.00199,0.48,0.352,0.599,104.981,153714
3925,33,0.759,0.682,5,-6.34,0.041,0.0573,0.0,0.106,0.466,108.941,182053
3927,29,0.618,0.756,11,-6.742,0.0486,0.218,2.88e-05,0.0901,0.487,103.066,209166
3928,18,0.641,0.877,0,-5.824,0.0267,0.000253,0.00909,0.144,0.764,125.998,161280
3929,47,0.715,0.46,6,-10.276,0.132,0.363,3.81e-05,0.258,0.554,134.006,206375
3933,8,0.747,0.877,9,-3.782,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138
3938,20,0.791,0.619,1,-5.886,0.0532,0.00784,0.00423,0.351,0.371,103.989,173987
3941,63,0.757,0.884,10,-5.488,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217907
3944,77,0.729,0.615,4,-4.238,0.0647,0.378,0.0,0.105,0.508,99.989,181880
3945,74,0.506,0.805,1,-4.119,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074
3952,6,0.587,0.566,0,-7.017,0.0528,0.0843,0.0,0.145,0.155,113.025,242519
3954,16,0.741,0.891,7,-2.824,0.119,0.0437,0.0,0.256,0.449,102.002,221176
3955,11,0.777,0.627,7,-6.142,0.0792,0.356,0.0,0.0956,0.444,100.054,214480
3959,67,0.568,0.936,6,-2.961,0.053,0.00497,0.0138,0.12,0.605,91.009,221987
3961,7,0.58,0.846,9,-2.876,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,239999
3963,69,0.633,0.592,0,-7.245,0.112,0.197,0.0,0.099,0.679,90.066,193511
3965,0,0.643,0.955,6,-1.586,0.134,0.0515,1.13e-06,0.328,0.881,104.709,194400
3966,0,0.601,0.877,6,-4.547,0.132,0.0185,0.0,0.246,0.855,179.965,191213
3967,62,0.609,0.887,9,-4.749,0.0507,0.0504,4.76e-06,0.09,0.316,97.99,191812
3969,24,0.694,0.815,2,-4.328,0.12,0.229,0.0,0.0924,0.813,88.931,228827
3970,65,0.603,0.872,5,-5.404,0.0792,0.0213,0.0,0.366,0.691,150.104,206373
3971,10,0.71,0.73,5,-4.001,0.0607,0.0571,0.0,0.139,0.48,99.986,223190
3972,4,0.738,0.814,7,-4.414,0.0999,0.132,9.64e-06,0.126,0.483,119.041,225850
3973,73,0.632,0.575,5,-6.478,0.029,0.0225,1.81e-06,0.104,0.188,90.037,183414
3978,66,0.689,0.791,0,-5.194,0.053,0.023,0.0,0.0526,0.755,95.04,210573
3981,61,0.491,0.607,4,-6.333,0.0668,0.0125,1.52e-06,0.289,0.166,176.112,189333
3982,70,0.676,0.929,10,-3.194,0.0458,0.186,0.000405,0.121,0.157,97.019,161200
3984,7,0.803,0.743,1,-3.602,0.0681,0.105,2.12e-06,0.099,0.674,108.005,203180
3986,71,0.548,0.65,8,-5.827,0.0591,0.219,0.0,0.225,0.557,144.937,194897
3987,65,0.572,0.778,1,-5.208,0.233,0.00638,0.0,0.0563,0.54,168.073,225520
3988,78,0.64,0.533,0,-6.596,0.0706,0.119,0.0,0.0864,0.515,99.968,220781
3991,22,0.62,0.881,1,-5.851,0.0372,0.0585,0.714,0.311,0.415,126.035,199904
3994,63,0.747,0.701,2,-4.902,0.0429,0.108,0.0,0.0712,0.589,100.012,228300
3996,9,0.604,0.745,9,-4.103,0.0385,0.0161,0.0,0.0542,0.205,104.941,220573
3997,12,0.804,0.648,7,-7.805,0.117,0.0573,3.49e-05,0.102,0.392,117.983,263373
4000,9,0.407,0.725,5,-5.346,0.188,0.0141,2.46e-06,0.306,0.247,196.093,247267
4002,47,0.614,0.722,11,-3.769,0.219,0.0544,0.0,0.139,0.26,103.885,195858
4004,5,0.734,0.847,11,-3.713,0.0346,0.355,0.000144,0.154,0.673,104.013,209425
4005,74,0.646,0.823,2,-4.123,0.0394,0.213,0.0,0.322,0.418,128.035,227267
4007,75,0.707,0.924,7,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,206413
4009,16,0.795,0.608,5,-5.222,0.0694,0.0767,2.92e-06,0.0853,0.386,110.001,199849
4010,6,0.539,0.801,0,-4.962,0.167,0.0893,4.05e-05,0.152,0.816,203.681,212815
4012,45,0.555,0.746,9,-4.473,0.298,0.00279,0.000109,0.0418,0.368,199.767,206400
4014,0,0.593,0.706,8,-4.798,0.0744,0.0208,1.83e-06,0.181,0.121,99.635,215560
4015,76,0.608,0.86,5,-5.324,0.0554,0.0991,0.0,0.262,0.437,127.075,232947
4019,65,0.799,0.783,1,-3.896,0.0322,0.0346,0.0186,0.0757,0.586,127.041,184573
4020,18,0.648,0.785,7,-5.414,0.165,0.0561,0.0,0.148,0.943,160.02,219200
4023,9,0.781,0.765,8,-4.092,0.0385,0.534,0.0,0.152,0.564,104.987,198286
4025,78,0.726,0.698,5,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994,233478
4027,6,0.576,0.766,10,-4.943,0.449,0.028,1.68e-06,0.366,0.236,144.833,246761
4028,11,0.567,0.813,1,-5.744,0.0581,0.0138,9.03e-06,0.125,0.114,126.044,214912
4032,3,0.584,0.739,2,-4.72,0.0435,0.216,0.0,0.188,0.351,104.884,231383
4033,0,0.678,0.735,8,-4.725,0.0488,0.0265,2.19e-05,0.235,0.386,100.001,204655
4034,51,0.675,0.578,9,-5.913,0.233,0.0553,0.0,0.302,0.514,69.399,239760
4036,76,0.636,0.815,5,-5.098,0.0581,0.0185,0.0,0.163,0.636,123.063,219043
4037,56,0.645,0.669,0,-7.946,0.0638,0.00545,0.00138,0.0997,0.568,100.052,198853
4042,79,0.596,0.856,4,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533
4045,76,0.432,0.781,4,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,250286
4047,19,0.51,0.891,7,-4.995,0.0451,0.0239,0.0,0.0989,0.408,128.006,226120
4048,64,0.599,0.869,0,-3.697,0.0789,0.0525,0.00719,0.103,0.593,108.061,193333
4050,50,0.709,0.616,9,-6.246,0.213,0.38,1.57e-05,0.312,0.576,91.921,216848
4054,22,0.539,0.651,1,-5.304,0.0432,0.0651,0.0,0.0662,0.474,105.159,199227
4055,55,0.754,0.779,1,-3.288,0.0387,0.063,2.81e-05,0.0758,0.41,116.003,184172
4056,0,0.857,0.855,10,-4.091,0.224,0.0522,0.0,0.201,0.557,115.038,165749
4061,78,0.568,0.656,8,-5.413,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,198160
4062,46,0.487,0.778,7,-4.914,0.137,0.0763,0.0,0.0434,0.584,100.039,181295
4063,84,0.56,0.68,6,-7.648,0.321,0.555,0.0,0.116,0.319,89.391,173800
4072,82,0.574,0.758,1,-5.029,0.0621,0.0969,0.0,0.395,0.492,144.111,182623
4075,20,0.663,0.675,2,-12.159,0.0359,0.0863,0.00133,0.117,0.176,101.004,202093
4076,44,0.833,0.539,11,-7.399,0.178,0.163,2.1e-06,0.101,0.385,99.947,149520
4078,58,0.741,0.689,4,-4.946,0.0447,0.0305,0.0,0.112,0.655,110.06,154877
4080,6,0.612,0.694,2,-7.363,0.0514,0.579,0.0,0.0914,0.564,103.031,208967
4081,74,0.773,0.699,1,-5.982,0.0958,0.488,3.6e-06,0.0814,0.513,104.941,180120
4083,17,0.738,0.689,2,-5.715,0.0327,0.167,0.453,0.413,0.416,102.021,178427
4084,4,0.612,0.742,5,-4.198,0.0519,0.0176,0.000102,0.101,0.431,122.052,193399
4085,61,0.625,0.576,8,-5.812,0.036,0.217,2.85e-06,0.0897,0.297,121.915,218306
4086,71,0.737,0.714,1,-6.138,0.0367,0.225,3.79e-06,0.267,0.608,102.046,189973
4087,51,0.758,0.602,10,-7.909,0.094,0.0376,4.77e-06,0.111,0.519,155.038,176056
4088,53,0.638,0.729,5,-5.859,0.0405,0.144,3.86e-06,0.257,0.506,75.029,215080
4089,72,0.404,0.531,1,-4.328,0.103,0.215,0.0,0.0521,0.321,164.848,214227
4092,63,0.744,0.71,0,-6.291,0.0551,0.0287,0.0,0.107,0.652,119.945,216789
4093,3,0.625,0.6,1,-7.75,0.0291,0.374,0.0248,0.151,0.18,85.959,194733
4094,12,0.648,0.699,1,-5.89,0.0296,0.031,0.0,0.119,0.371,105.05,178286
4095,46,0.719,0.703,5,-4.93,0.0392,0.032,1.14e-05,0.0656,0.72,101.984,223000
4096,53,0.67,0.672,1,-3.469,0.0923,0.192,5.13e-05,0.0926,0.643,165.075,162538
4097,49,0.73,0.501,5,-8.001,0.497,0.286,0.0,0.486,0.429,93.82,192766
4098,70,0.588,0.821,5,-6.54,0.216,0.00579,0.000275,0.208,0.509,188.098,182075
4099,72,0.452,0.685,0,-4.828,0.0385,0.0257,0.0,0.11,0.305,76.986,199600
4101,36,0.75,0.832,11,-7.082,0.0403,0.000165,0.0402,0.103,0.277,118.005,199322
4102,60,0.571,0.763,9,-6.66,0.0491,0.0421,0.0,0.394,0.211,99.953,161400
4103,65,0.695,0.639,7,-6.897,0.153,0.107,0.000657,0.118,0.344,90.027,189493
4104,83,0.599,0.733,11,-7.058,0.203,0.176,0.0,0.242,0.534,102.211,162583
4105,79,0.609,0.674,10,-7.388,0.0548,0.0735,0.06,0.345,0.315,90.009,324467
4107,13,0.61,0.725,8,-5.131,0.15,0.367,0.0,0.154,0.291,146.163,201788
4108,60,0.494,0.767,10,-4.101,0.051,0.12,0.0,0.374,0.112,125.506,219451
4109,61,0.775,0.723,0,-4.095,0.0468,0.282,0.000371,0.126,0.756,104.991,194286
4112,59,0.618,0.754,4,-3.739,0.0882,0.00271,0.0,0.213,0.485,148.013,210928
4114,51,0.573,0.881,3,-4.688,0.0331,0.111,0.0,0.222,0.419,128.926,217250
4115,49,0.721,0.691,5,-4.671,0.0536,0.0159,1.87e-06,0.286,0.343,118.018,203000
4116,67,0.674,0.932,8,-4.876,0.0718,0.0363,0.0,0.0576,0.826,144.039,180333
4118,71,0.736,0.555,4,-4.689,0.0757,0.0345,0.000157,0.0798,0.323,91.997,222320
4120,46,0.487,0.797,1,-4.237,0.0646,0.0434,0.00363,0.108,0.683,167.952,177102
4121,81,0.638,0.717,2,-4.722,0.0337,0.346,0.0,0.105,0.249,100.027,180000
4123,76,0.69,0.784,1,-4.653,0.032,0.323,0.0,0.203,0.669,106.066,194408
4125,71,0.739,0.742,7,-4.586,0.0329,0.0227,1.39e-06,0.229,0.659,124.016,189000
4126,59,0.716,0.533,3,-5.439,0.0283,0.147,0.0,0.0913,0.502,91.995,179747
4127,38,0.506,0.611,8,-7.844,0.112,0.244,3.97e-06,0.105,0.285,68.443,188280
4128,54,0.822,0.611,0,-5.448,0.17,0.0292,0.0,0.0628,0.567,105.052,176944
4129,44,0.767,0.633,1,-6.331,0.0501,0.00438,0.0,0.0424,0.448,120.031,231360
4130,2,0.718,0.899,0,-4.029,0.29,0.0437,0.0,0.0702,0.882,112.041,184552
4132,24,0.679,0.572,5,-6.703,0.0781,0.455,2.41e-06,0.127,0.542,92.859,183428
4133,72,0.431,0.894,5,-2.673,0.33,0.0951,0.0,0.188,0.604,162.193,258760
4135,70,0.611,0.602,5,-4.89,0.0437,0.000837,0.0,0.112,0.624,168.154,148460
4136,28,0.741,0.643,2,-6.476,0.079,0.0826,0.0,0.107,0.66,89.99,166116
4137,11,0.607,0.478,1,-5.702,0.031,0.649,0.0,0.0928,0.255,88.979,190027
4138,21,0.494,0.637,5,-6.381,0.0333,0.669,0.0,0.0882,0.1,147.924,274693
4139,72,0.892,0.507,0,-8.282,0.378,0.704,3.14e-05,0.109,0.695,143.96,158587
4141,60,0.754,0.824,5,-2.453,0.039,0.0506,7.92e-06,0.108,0.613,116.978,194872
4144,24,0.44,0.87,0,-4.811,0.0708,0.0164,0.0,0.0778,0.326,172.047,224213
4145,0,0.69,0.851,3,-4.005,0.0457,0.000923,0.0,0.0757,0.896,124.952,211427
4146,0,0.419,0.532,5,-8.994,0.0643,0.0145,1.04e-05,0.37,0.522,106.712,172687
4148,8,0.486,0.713,2,-3.949,0.0524,0.0853,0.0,0.0839,0.297,121.028,226720
4149,2,0.389,0.915,6,-3.261,0.0456,0.000752,0.0133,0.122,0.0943,127.984,215307
4152,74,0.611,0.697,2,-8.618,0.133,0.0193,0.0,0.332,0.476,122.752,320357
4157,45,0.579,0.886,6,-2.564,0.0479,0.00178,0.655,0.19,0.399,102.993,410204
4158,13,0.765,0.327,6,-8.029,0.277,0.571,0.0479,0.0787,0.292,74.931,129600
4163,79,0.728,0.563,1,-8.053,0.134,0.621,0.0,0.179,0.352,100.017,217707
4166,20,0.835,0.687,5,-3.18,0.184,0.101,0.0,0.132,0.828,94.059,272533
4167,68,0.367,0.915,9,-3.456,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,207273
4168,52,0.746,0.877,9,-3.782,0.0666,0.0375,0.000833,0.233,0.751,107.985,166138
4172,1,0.51,0.692,0,-5.825,0.171,0.00451,0.0,0.138,0.209,102.42,228361
4173,72,0.671,0.916,6,-4.014,0.0397,0.0282,0.00762,0.24,0.803,126.01,189127
4177,81,0.732,0.396,4,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920
4180,70,0.632,0.701,7,-5.921,0.146,0.0114,0.0,0.108,0.497,162.958,215414
4182,77,0.502,0.786,9,-4.378,0.317,0.255,0.0,0.65,0.739,169.021,243491
4186,15,0.733,0.777,11,-7.076,0.0347,0.436,0.0716,0.102,0.583,119.996,190999
4188,68,0.657,0.827,5,-4.036,0.0734,0.000704,0.00534,0.065,0.69,145.889,190186
4192,71,0.747,0.705,9,-5.137,0.126,0.0128,0.0,0.126,0.56,136.024,213507
4198,2,0.819,0.759,10,-4.115,0.147,0.0196,6.53e-06,0.0613,0.88,108.026,269147
4200,66,0.466,0.747,4,-4.838,0.0795,0.417,9.76e-06,0.107,0.43,92.161,203641
4201,12,0.648,0.931,1,-3.15,0.181,0.00937,0.0,0.752,0.744,153.649,213067
4202,71,0.69,0.524,6,-8.39,0.103,0.0415,3.16e-06,0.17,0.562,164.023,223080
4203,67,0.492,0.857,7,-2.634,0.0655,0.0841,7.82e-06,0.344,0.393,129.973,222500
4204,43,0.656,0.717,3,-2.893,0.0511,0.137,4.11e-06,0.119,0.253,129.867,235385
4205,65,0.614,0.972,5,-3.927,0.088,0.00125,0.0186,0.328,0.411,127.966,170625
4207,4,0.598,0.792,11,-4.043,0.0478,0.121,0.0,0.158,0.732,97.479,206327
4213,66,0.811,0.699,7,-5.211,0.114,0.0726,1.38e-06,0.148,0.733,122.987,214789
4214,77,0.72,0.802,1,-5.797,0.0582,0.0921,0.0,0.694,0.723,124.043,229360
4217,55,0.67,0.939,9,-2.06,0.0427,0.0463,1.1e-06,0.335,0.264,127.946,209533
4218,60,0.347,0.772,5,-4.359,0.0549,0.0597,0.0333,0.115,0.035,192.118,191412
4222,71,0.596,0.73,9,-4.091,0.151,0.24,0.0,0.325,0.525,85.979,192560
4223,69,0.666,0.876,3,-3.078,0.0414,0.055,0.0,0.259,0.552,129.884,194840
4224,60,0.503,0.843,10,-4.991,0.316,0.0487,0.0,0.344,0.778,128.63,203105
4225,13,0.803,0.631,8,-4.213,0.0444,0.102,7.39e-06,0.0858,0.659,104.999,216575
4227,77,0.262,0.606,8,-6.646,0.0484,0.247,0.0,0.125,0.275,189.857,252534
4228,22,0.459,0.587,9,-6.983,0.0785,0.453,0.0,0.307,0.581,113.901,212424
4234,63,0.795,0.616,1,-5.281,0.06,0.417,0.0,0.349,0.815,110.015,190453
4237,62,0.648,0.736,8,-7.948,0.0385,0.0444,0.000137,0.171,0.378,103.027,239465
4239,71,0.565,0.849,0,-3.516,0.0517,0.00868,4.68e-06,0.12,0.427,102.034,212647
4243,13,0.723,0.809,7,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561
4244,71,0.616,0.811,7,-4.804,0.0626,0.0573,1.57e-05,0.0566,0.913,159.929,253093
4246,19,0.507,0.923,0,-5.581,0.173,0.0818,4.63e-06,0.0951,0.768,99.252,189840
4248,64,0.702,0.705,0,-6.666,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,213445
4249,9,0.682,0.795,8,-6.17,0.0367,0.0297,0.0391,0.131,0.78,120.008,210853
4250,21,0.579,0.268,2,-5.65,0.0442,0.868,0.0,0.12,0.321,205.903,188238
4251,65,0.761,0.933,10,-5.38,0.056,0.0908,8.53e-05,0.0606,0.836,122.959,236200
4252,1,0.534,0.888,2,-6.327,0.0274,0.0196,0.183,0.151,0.624,101.989,244979
4253,0,0.658,0.916,0,-4.304,0.027,0.00184,0.000912,0.369,0.916,127.008,254126
4254,0,0.566,0.891,1,-5.877,0.033,0.00329,0.0102,0.0926,0.367,109.017,285512
4255,37,0.696,0.76,1,-5.013,0.042,0.00923,0.000174,0.456,0.556,113.008,234027
4256,0,0.686,0.758,11,-6.458,0.0337,0.133,0.000929,0.0706,0.771,116.985,272227
4257,0,0.658,0.777,1,-6.69,0.0283,0.0293,0.00143,0.0541,0.92,105.009,292800
4258,0,0.63,0.892,2,-3.793,0.0409,0.0337,0.0,0.608,0.92,102.993,207520
4259,40,0.72,0.824,6,-4.887,0.0275,0.0259,2.74e-05,0.309,0.572,101.0,218600
4260,35,0.656,0.811,1,-5.411,0.0305,0.125,0.00728,0.164,0.501,122.967,224133
4261,0,0.702,0.75,11,-5.608,0.0289,0.0496,0.00894,0.121,0.594,118.009,223027
4262,0,0.538,0.644,9,-7.652,0.0298,0.375,0.0286,0.111,0.467,180.05,264507
4263,0,0.718,0.836,1,-5.28,0.0356,0.009,0.014,0.124,0.77,112.016,225493
4264,0,0.713,0.913,0,-3.399,0.0416,0.00673,6.14e-06,0.103,0.964,134.981,208283
4265,0,0.601,0.789,3,-7.744,0.0308,0.00315,0.273,0.0729,0.935,127.013,222227
4266,0,0.613,0.892,10,-5.601,0.0324,0.00135,0.000274,0.105,0.537,128.99,273522
4267,0,0.502,0.536,11,-10.136,0.0258,0.504,0.259,0.148,0.458,86.591,326707
4268,31,0.73,0.605,9,-6.213,0.0292,0.0497,2.01e-05,0.329,0.519,167.994,226133
4269,0,0.658,0.901,5,-4.899,0.0316,0.00563,0.00565,0.138,0.393,127.011,300582
4270,27,0.647,0.596,1,-6.991,0.038,0.0168,0.801,0.132,0.173,125.038,238840
4271,26,0.65,0.812,0,-4.355,0.0296,0.404,0.0006,0.424,0.521,113.999,227600
4272,26,0.385,0.643,7,-6.905,0.0401,0.223,5.19e-06,0.26,0.13,79.508,224040
4273,26,0.518,0.837,4,-4.08,0.0374,0.0025,5.02e-05,0.346,0.306,193.964,239960
4274,0,0.807,0.68,2,-7.226,0.0353,0.0358,0.000194,0.0834,0.84,113.977,248960
4275,0,0.533,0.461,7,-11.589,0.024,0.705,0.796,0.0926,0.573,83.573,214254
4276,0,0.61,0.628,1,-5.643,0.032,0.358,0.000204,0.103,0.535,80.012,220499
4277,0,0.454,0.653,1,-7.016,0.0347,8.48e-05,0.00206,0.129,0.505,167.977,244374
4278,0,0.338,0.921,1,-5.859,0.037,0.0133,0.163,0.0851,0.506,120.025,209773
4279,26,0.674,0.714,9,-5.089,0.0254,0.0141,7.35e-05,0.0484,0.524,93.987,220693
4280,0,0.676,0.803,0,-9.733,0.035,0.178,0.00194,0.199,0.374,122.002,290481
4281,0,0.648,0.971,1,-4.052,0.0419,0.016,0.000874,0.153,0.97,131.973,289151
4282,0,0.55,0.842,0,-8.434,0.0279,0.00723,0.0476,0.106,0.852,104.014,267801
4283,0,0.637,0.758,6,-4.869,0.0339,0.0927,0.00209,0.106,0.547,164.012,207965
4284,25,0.422,0.231,0,-11.615,0.0355,0.662,8.96e-06,0.0976,0.183,139.238,238253
4285,0,0.548,0.59,6,-7.95,0.0293,0.195,0.0,0.0895,0.243,144.035,243253
4286,0,0.609,0.542,7,-8.915,0.0296,0.661,0.0133,0.112,0.336,138.027,192613
4287,19,0.879,0.516,2,-9.767,0.031,0.0217,0.000554,0.166,0.933,94.025,149253
4288,23,0.779,0.571,7,-6.847,0.0286,0.182,0.00345,0.0978,0.463,120.003,274200
4289,0,0.746,0.615,9,-6.325,0.0283,0.208,0.0107,0.0752,0.8,93.003,200520
4290,0,0.385,0.203,4,-12.111,0.0358,0.94,0.022,0.071,0.0698,147.179,377747
4291,33,0.426,0.828,5,-8.889,0.0364,0.000113,0.0756,0.12,0.333,169.992,282401
4292,31,0.54,0.783,1,-6.927,0.0431,0.0657,3.06e-05,0.225,0.311,122.967,253175
4293,0,0.676,0.356,11,-11.41,0.0421,0.399,0.138,0.114,0.692,147.052,270681
4294,0,0.588,0.57,1,-8.018,0.026,0.462,0.356,0.114,0.639,114.951,209565
4295,0,0.651,0.876,7,-7.275,0.0295,0.00107,0.00248,0.271,0.877,110.011,248840
4296,18,0.783,0.373,1,-10.503,0.0332,0.477,0.0,0.0794,0.483,127.522,244946
4297,0,0.435,0.405,9,-16.239,0.0798,0.92,0.618,0.105,0.0551,75.041,257254
4298,17,0.696,0.692,9,-9.193,0.0354,0.00459,0.18,0.156,0.897,133.973,216293
4299,28,0.819,0.663,1,-7.436,0.032,0.209,0.00501,0.109,0.847,140.024,206686
4300,5,0.658,0.854,0,-6.972,0.0439,0.000348,0.261,0.112,0.831,122.977,273995
4301,18,0.495,0.752,7,-7.853,0.0284,0.103,0.197,0.0765,0.443,127.003,282950
